popularity,duration_ms,explicit,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,valence,tempo,track_genre
33,88010,False,0.187,0.0383,-24.141,0,0.0485,0.879,0.986,0.0965,80.189,chill/relax
3,374290,False,0.614,0.188,-13.477,1,0.0401,0.967,0.926,0.18,111.486,chill/relax
52,161465,False,0.159,0.123,-26.301,0,0.0652,0.864,0.762,0.0498,131.552,chill/relax
24,281062,False,0.37,0.624,-6.854,1,0.0276,0.417,0.0138,0.167,150.053,chill/relax
45,290160,False,0.382,0.533,-8.829,1,0.0277,0.471,0.688,0.276,76.019,chill/relax
51,220630,False,0.163,0.191,-20.924,1,0.0365,0.937,0.959,0.0335,105.104,chill/relax
41,317047,False,0.118,0.296,-23.831,1,0.0737,0.946,0.972,0.184,61.882,chill/relax
51,218573,False,0.591,0.37,-12.9,1,0.0343,0.895,0.737,0.352,143.94,chill/relax
47,557634,False,0.513,0.185,-24.03,1,0.0348,0.967,0.897,0.0341,92.992,chill/relax
58,195154,False,0.213,0.0377,-33.06,1,0.0475,0.986,0.869,0.0973,165.763,chill/relax
50,226000,False,0.222,0.11,-18.317,0,0.0377,0.979,0.902,0.0638,103.252,chill/relax
59,155320,False,0.403,0.255,-9.601,1,0.0428,0.854,9.5e-06,0.21,206.198,chill/relax
54,265253,False,0.303,0.291,-12.932,1,0.0318,0.934,0.824,0.197,111.327,chill/relax
62,335542,False,0.218,0.00352,-39.627,1,0.0515,0.992,0.951,0.192,68.61,chill/relax
58,130045,False,0.448,0.107,-23.153,1,0.0321,0.951,0.921,0.2,139.33,chill/relax
59,162946,False,0.246,0.111,-24.418,1,0.0443,0.913,0.871,0.137,126.738,chill/relax
51,385000,False,0.142,0.112,-20.806,1,0.0407,0.906,0.967,0.05,101.366,chill/relax
50,202960,False,0.467,0.532,-7.519,1,0.0339,0.897,0.144,0.121,72.49,chill/relax
54,101572,False,0.357,0.0878,-16.909,1,0.0392,0.967,0.98,0.654,82.874,chill/relax
45,135041,False,0.567,0.207,-22.354,0,0.037,0.963,0.925,0.151,143.999,chill/relax
54,142120,False,0.425,0.0757,-21.707,1,0.0375,0.89,0.901,0.156,124.374,chill/relax
48,287520,False,0.181,0.245,-12.333,1,0.0389,0.779,0.899,0.0366,109.007,chill/relax
49,190573,False,0.744,0.329,-9.869,1,0.0312,0.954,0.591,0.389,125.631,chill/relax
59,184714,False,0.207,0.0537,-26.829,1,0.043,0.993,0.953,0.0325,68.227,chill/relax
34,397297,False,0.527,0.941,-5.084,0,0.0367,0.000649,0.861,0.618,148.03,chill/relax
56,291000,False,0.525,0.366,-16.488,1,0.0718,0.958,0.751,0.0785,179.956,chill/relax
56,82773,False,0.217,0.117,-21.398,1,0.0374,0.975,0.911,0.0388,46.755,chill/relax
50,168786,False,0.579,0.606,-5.704,1,0.0319,0.743,0.0895,0.348,155.042,chill/relax
60,191610,False,0.433,0.00824,-29.236,1,0.0516,0.995,0.886,0.0807,62.597,chill/relax
56,99610,False,0.499,0.353,-14.773,1,0.0352,0.961,0.856,0.199,99.936,chill/relax
56,175909,False,0.305,0.0501,-28.268,1,0.0413,0.967,0.88,0.166,180.996,chill/relax
61,78546,False,0.375,0.165,-21.918,1,0.0676,0.995,0.901,0.0581,114.728,chill/relax
59,89968,False,0.287,0.0176,-26.308,0,0.047,0.988,0.908,0.17,79.592,chill/relax
53,141315,False,0.393,0.0399,-27.124,1,0.0469,0.982,0.892,0.147,123.787,chill/relax
36,215217,False,0.425,0.445,-10.535,1,0.0283,0.181,0.0,0.116,138.03,chill/relax
21,179815,False,0.342,0.612,-6.432,1,0.0357,0.804,3.11e-06,0.24,79.01,chill/relax
58,324015,False,0.242,0.154,-26.525,1,0.0564,0.975,0.897,0.0489,123.077,chill/relax
56,176457,False,0.282,0.063,-26.185,1,0.0377,0.991,0.905,0.102,128.534,chill/relax
58,173576,False,0.355,0.00708,-33.07,1,0.0504,0.985,0.961,0.16,63.731,chill/relax
55,332360,False,0.336,0.173,-14.492,0,0.0477,0.99,0.927,0.0374,118.564,chill/relax
58,278933,False,0.174,0.178,-18.717,0,0.0362,0.994,0.861,0.0347,167.972,chill/relax
54,367240,False,0.45,0.442,-11.444,1,0.0478,0.524,0.176,0.138,120.176,chill/relax
53,262653,False,0.334,0.268,-14.772,1,0.0321,0.933,0.904,0.0523,93.405,chill/relax
55,331400,False,0.593,0.138,-25.831,0,0.0452,0.963,0.809,0.172,125.039,chill/relax
60,212467,False,0.605,0.299,-11.192,0,0.0264,0.751,0.474,0.181,109.008,chill/relax
56,330573,False,0.21,0.179,-15.954,1,0.0341,0.962,0.934,0.06,106.705,chill/relax
61,206465,False,0.487,0.509,-9.051,1,0.0241,0.58,0.00878,0.2,94.017,chill/relax
55,402466,False,0.139,0.215,-15.301,1,0.0352,0.912,0.864,0.075,88.27,chill/relax
11,92087,False,0.327,0.405,-13.561,1,0.0538,0.839,0.965,0.478,165.18,chill/relax
3,189160,False,0.537,0.302,-12.816,1,0.0324,0.738,0.905,0.413,110.578,chill/relax
3,180560,False,0.482,0.61,-12.196,0,0.0817,0.738,0.897,0.485,150.861,chill/relax
4,300880,False,0.307,0.5,-13.366,1,0.0365,0.627,0.844,0.281,142.674,chill/relax
53,315369,False,0.634,0.207,-22.772,0,0.0354,0.434,0.881,0.174,117.981,chill/relax
48,123533,False,0.204,0.0522,-26.234,1,0.0404,0.968,0.937,0.0345,78.274,chill/relax
23,331124,False,0.483,0.578,-8.286,0,0.0344,0.0978,0.505,0.135,124.581,chill/relax
51,285000,False,0.439,0.379,-17.538,1,0.0304,0.451,0.76,0.199,160.011,chill/relax
46,295200,False,0.515,0.177,-28.931,0,0.0537,0.964,0.954,0.496,149.964,chill/relax
44,159266,False,0.202,0.238,-16.526,1,0.0338,0.727,0.938,0.0383,97.274,chill/relax
42,220000,False,0.355,0.297,-10.826,0,0.0314,0.936,0.545,0.0627,107.061,chill/relax
54,112555,False,0.446,0.0523,-26.715,0,0.081,0.99,0.97,0.0351,101.8,chill/relax
58,142024,False,0.23,0.0335,-29.436,1,0.039,0.98,0.94,0.149,136.201,chill/relax
27,388266,False,0.555,0.272,-15.373,0,0.0323,0.35,0.642,0.167,74.913,chill/relax
26,454506,False,0.616,0.482,-13.689,1,0.0657,0.723,0.537,0.234,171.825,chill/relax
41,181908,False,0.16,0.18,-19.587,0,0.0337,0.874,0.833,0.0361,108.106,chill/relax
59,141500,False,0.392,0.018,-27.064,1,0.0375,0.995,0.903,0.14,66.99,chill/relax
51,197933,False,0.497,0.348,-10.593,1,0.0285,0.879,0.796,0.227,82.176,chill/relax
51,138574,False,0.384,0.235,-20.69,1,0.0332,0.885,0.852,0.193,95.95,chill/relax
49,224666,False,0.533,0.427,-11.135,0,0.0322,0.835,0.0199,0.379,124.813,chill/relax
52,135793,False,0.239,0.11,-18.247,1,0.0349,0.978,0.945,0.111,77.77,chill/relax
52,297293,False,0.553,0.127,-13.067,1,0.0336,0.953,0.0,0.178,118.003,chill/relax
48,251173,False,0.184,0.207,-17.119,1,0.033,0.94,0.931,0.089,79.979,chill/relax
62,87466,False,0.463,0.0223,-26.117,1,0.046,0.993,0.768,0.0571,78.66,chill/relax
53,233411,False,0.757,0.388,-13.754,1,0.044,0.88,0.382,0.74,114.031,chill/relax
53,214866,False,0.366,0.254,-12.733,1,0.0314,0.827,0.000139,0.129,133.116,chill/relax
53,130678,False,0.225,0.0368,-23.039,0,0.0381,0.977,0.956,0.0388,169.851,chill/relax
54,120406,False,0.348,0.0427,-30.862,1,0.0541,0.991,0.954,0.158,165.491,chill/relax
54,232221,False,0.301,0.198,-18.721,0,0.0314,0.889,0.871,0.04,136.903,chill/relax
58,91706,False,0.223,0.0138,-32.843,0,0.0294,0.937,0.916,0.0357,64.017,chill/relax
55,190813,False,0.0975,0.0077,-34.135,0,0.0471,0.988,0.83,0.0989,87.152,chill/relax
17,166498,False,0.129,0.251,-13.674,1,0.0338,0.545,0.0138,0.0416,76.63,chill/relax
58,383447,False,0.328,0.845,-6.606,1,0.0407,0.000227,0.0,0.282,149.773,chill/relax
55,73266,False,0.0,0.0445,-26.44,0,0.0,0.972,0.972,0.0,0.0,chill/relax
54,208589,False,0.477,0.348,-14.586,1,0.0335,0.931,0.949,0.0867,117.94,chill/relax
20,188864,False,0.177,0.215,-9.886,1,0.0335,0.807,0.000125,0.0415,75.862,chill/relax
20,202827,False,0.389,0.202,-15.121,1,0.0375,0.887,2.86e-06,0.187,83.019,chill/relax
23,219004,False,0.525,0.411,-8.829,1,0.0261,0.671,0.000338,0.197,138.112,chill/relax
52,171213,False,0.458,0.00701,-34.755,1,0.0438,0.993,0.948,0.0939,118.444,chill/relax
55,303053,False,0.398,0.208,-10.525,1,0.0394,0.953,6.26e-06,0.132,129.682,chill/relax
58,100013,False,0.349,0.119,-25.234,0,0.0482,0.993,0.906,0.181,136.278,chill/relax
56,209693,False,0.329,0.0232,-24.632,0,0.0372,0.993,0.922,0.112,111.377,chill/relax
57,319739,False,0.374,0.338,-12.44,1,0.029,0.737,6.42e-05,0.0953,155.965,chill/relax
59,135906,False,0.433,0.564,-8.917,0,0.0405,0.713,0.275,0.855,192.07,chill/relax
63,268306,False,0.327,0.425,-11.577,0,0.027,0.878,0.000873,0.165,93.946,chill/relax
58,183955,False,0.338,0.00384,-40.558,0,0.0657,0.995,0.954,0.159,68.921,chill/relax
58,73678,False,0.402,0.0275,-25.462,1,0.0686,0.963,0.896,0.365,76.219,chill/relax
59,193600,False,0.322,0.184,-18.312,0,0.0338,0.984,0.902,0.356,107.847,chill/relax
58,218200,False,0.286,0.00952,-40.225,0,0.0447,0.995,0.921,0.416,80.772,chill/relax
45,314480,False,0.427,0.849,-7.014,1,0.0484,0.00214,0.0,0.272,150.028,chill/relax
45,541213,False,0.446,0.467,-6.684,1,0.0306,0.00572,0.0,0.184,130.08,chill/relax
51,452520,False,0.307,0.394,-8.716,1,0.0338,0.0611,8.04e-06,0.159,134.967,chill/relax
55,394973,False,0.225,0.308,-14.874,1,0.0345,0.851,0.854,0.0361,107.666,chill/relax
0,296237,False,0.505,0.157,-19.683,1,0.0426,0.791,0.0683,0.348,139.929,chill/relax
51,105773,False,0.453,0.0208,-22.219,0,0.0486,0.944,0.9,0.0436,92.163,chill/relax
43,295200,False,0.514,0.174,-28.958,0,0.0544,0.965,0.964,0.513,150.056,chill/relax
38,350000,False,0.621,0.504,-13.143,0,0.0286,0.771,0.736,0.0564,95.995,chill/relax
49,260564,False,0.446,0.0586,-26.416,1,0.0416,0.801,0.85,0.111,124.019,chill/relax
48,211500,False,0.584,0.151,-14.161,1,0.0337,0.912,0.698,0.286,127.076,chill/relax
50,341173,False,0.208,0.162,-10.884,0,0.0355,0.903,6.66e-05,0.113,93.987,chill/relax
52,243478,False,0.512,0.159,-11.108,1,0.0305,0.849,1.75e-06,0.0797,137.896,chill/relax
61,221061,False,0.305,0.0384,-28.605,0,0.0301,0.961,0.902,0.0856,81.917,chill/relax
49,155866,False,0.172,0.222,-18.408,1,0.0419,0.457,0.808,0.0392,74.914,chill/relax
49,188933,False,0.471,0.138,-23.623,1,0.0351,0.877,0.878,0.0493,135.934,chill/relax
47,190500,False,0.281,0.0333,-31.46,1,0.0348,0.994,0.959,0.169,90.25,chill/relax
50,234000,False,0.233,0.0358,-28.579,0,0.0373,0.946,0.878,0.0396,117.497,chill/relax
58,354988,False,0.359,0.0224,-29.089,1,0.039,0.987,0.866,0.169,107.849,chill/relax
51,186520,False,0.11,0.266,-14.371,0,0.0411,0.618,0.917,0.134,83.607,chill/relax
51,375813,False,0.326,0.161,-12.798,1,0.0366,0.956,7.26e-06,0.177,131.952,chill/relax
52,108461,False,0.296,0.144,-27.745,0,0.0361,0.984,0.901,0.133,169.195,chill/relax
51,169127,False,0.185,0.0839,-26.019,0,0.0355,0.916,0.896,0.133,73.769,chill/relax
47,137919,False,0.571,0.374,-13.533,1,0.046,0.787,0.0,0.188,119.852,chill/relax
59,417431,False,0.489,0.92,-4.746,0,0.0323,0.0376,0.665,0.215,126.991,chill/relax
53,248295,False,0.705,0.275,-8.894,1,0.0264,0.843,0.604,0.139,132.0,chill/relax
52,115160,False,0.296,0.0213,-30.051,1,0.0348,0.969,0.747,0.174,70.532,chill/relax
57,281120,False,0.217,0.00572,-30.767,1,0.0394,0.989,0.925,0.174,85.279,chill/relax
50,210052,False,0.157,0.184,-19.854,0,0.0442,0.539,0.922,0.0304,132.606,chill/relax
59,151520,False,0.631,0.521,-10.312,0,0.063,0.0201,0.923,0.118,84.033,chill/relax
52,599746,False,0.252,0.462,-9.05,1,0.0334,0.0135,0.0,0.0604,110.243,chill/relax
54,166762,False,0.275,0.175,-15.043,1,0.0373,0.793,0.0218,0.0382,85.56,chill/relax
55,293377,False,0.517,0.155,-13.335,1,0.032,0.877,0.0,0.223,135.203,chill/relax
48,313973,False,0.357,0.0431,-25.461,1,0.0334,0.992,0.948,0.0698,131.976,chill/relax
56,180061,False,0.412,0.00313,-33.479,0,0.0579,0.99,0.96,0.12,102.398,chill/relax
54,322326,False,0.394,0.56,-6.925,1,0.0281,0.00162,0.000582,0.107,138.057,chill/relax
28,497009,False,0.582,0.64,-7.855,1,0.0529,0.2,0.678,0.155,180.624,chill/relax
50,251920,False,0.475,0.218,-11.49,1,0.0304,0.979,0.385,0.193,71.967,chill/relax
55,153101,False,0.214,0.00144,-39.869,1,0.0487,0.995,0.968,0.0866,72.046,chill/relax
54,202736,False,0.346,0.217,-16.927,0,0.038,0.993,0.874,0.163,130.063,chill/relax
60,198584,False,0.348,0.00533,-37.7,0,0.0415,0.986,0.898,0.216,103.431,chill/relax
57,225866,False,0.381,0.0943,-24.325,1,0.04,0.986,0.915,0.0794,127.71,chill/relax
54,211787,False,0.394,0.228,-12.584,1,0.0431,0.966,3.81e-05,0.258,104.625,chill/relax
53,167947,False,0.302,0.12,-21.272,0,0.037,0.98,0.887,0.218,108.008,chill/relax
53,236480,False,0.219,0.0825,-22.604,0,0.0421,0.994,0.602,0.168,76.03,chill/relax
48,215333,False,0.507,0.0249,-32.35,1,0.0409,0.995,0.931,0.124,149.976,chill/relax
53,280762,False,0.455,0.734,-7.422,1,0.0315,0.00555,0.0,0.267,90.019,chill/relax
52,180693,False,0.649,0.525,-7.551,0,0.0347,0.912,0.000111,0.603,97.808,chill/relax
51,364648,False,0.366,0.336,-17.407,1,0.0367,0.968,0.934,0.0542,140.037,chill/relax
59,278933,False,0.174,0.178,-18.717,0,0.0362,0.994,0.861,0.0347,167.972,chill/relax
42,402240,False,0.14,0.217,-15.304,1,0.0352,0.909,0.855,0.078,88.381,chill/relax
56,234655,False,0.364,0.00222,-35.497,1,0.0479,0.995,0.951,0.299,135.805,chill/relax
57,221333,False,0.461,0.802,-4.448,1,0.0325,0.112,0.0,0.342,144.518,chill/relax
56,198088,False,0.313,0.00821,-34.243,1,0.0504,0.993,0.941,0.209,66.695,chill/relax
0,358133,False,0.62,0.28,-10.477,0,0.0358,0.942,0.28,0.165,105.542,chill/relax
57,336360,False,0.332,0.131,-26.78,1,0.0501,0.993,0.912,0.0742,117.9,chill/relax
58,138227,False,0.253,0.00209,-37.859,1,0.0344,0.994,0.913,0.0707,65.125,chill/relax
50,81040,False,0.157,0.334,-17.121,0,0.0468,0.912,0.74,0.0395,133.627,chill/relax
44,307896,False,0.612,0.427,-11.645,0,0.0521,0.539,0.924,0.0693,91.016,chill/relax
51,155250,False,0.249,0.00248,-30.501,1,0.036,0.994,0.931,0.0788,73.601,chill/relax
48,192040,False,0.367,0.337,-9.857,1,0.0326,0.955,0.117,0.283,181.868,chill/relax
51,376198,False,0.3,0.00305,-30.576,0,0.0627,0.992,0.928,0.0502,144.796,chill/relax
55,321880,False,0.277,0.01,-32.893,0,0.0359,0.98,0.848,0.0353,102.397,chill/relax
43,271586,False,0.353,0.116,-14.189,1,0.0373,0.98,0.000787,0.102,64.119,chill/relax
53,74690,False,0.404,0.141,-23.148,0,0.0542,0.987,0.758,0.037,113.903,chill/relax
44,155266,False,0.43,0.232,-13.059,1,0.0399,0.93,0.872,0.0424,66.953,chill/relax
50,213869,False,0.557,0.149,-16.676,1,0.0434,0.899,0.00622,0.0815,114.824,chill/relax
56,147093,False,0.187,0.109,-21.143,0,0.048,0.938,0.867,0.0501,139.128,chill/relax
18,298306,False,0.697,0.958,-6.118,1,0.07,0.0186,7.12e-06,0.608,131.965,chill/relax
43,188357,False,0.502,0.33,-8.568,1,0.0326,0.913,1.7e-06,0.24,115.007,chill/relax
54,268146,False,0.183,0.131,-17.785,0,0.0401,0.785,0.899,0.0543,111.851,chill/relax
30,157600,False,0.5,0.015,-31.658,0,0.0422,0.982,0.87,0.215,115.25,chill/relax
55,111836,False,0.36,0.0854,-20.406,0,0.0343,0.993,0.737,0.0773,58.322,chill/relax
54,122266,False,0.295,0.00814,-32.512,1,0.0454,0.993,0.894,0.152,84.328,chill/relax
52,256354,False,0.281,0.339,-11.472,1,0.0288,0.793,0.903,0.163,125.207,chill/relax
45,435124,False,0.228,0.082,-21.568,1,0.033,0.931,0.896,0.0389,75.259,chill/relax
54,182013,False,0.346,0.0706,-35.12,0,0.0534,0.97,0.929,0.182,109.605,chill/relax
54,228653,False,0.623,0.813,-5.385,1,0.029,0.621,0.924,0.49,106.962,chill/relax
57,95093,False,0.638,0.384,-7.193,1,0.047,0.926,0.341,0.766,99.967,chill/relax
0,156000,False,0.324,0.0102,-32.425,1,0.0476,0.993,0.802,0.0879,72.085,chill/relax
55,337372,False,0.23,0.0592,-23.594,1,0.0445,0.989,0.941,0.103,89.965,chill/relax
55,261480,False,0.163,0.047,-24.975,0,0.0344,0.938,0.955,0.0389,85.607,chill/relax
47,211813,False,0.338,0.202,-13.684,1,0.0314,0.953,0.194,0.128,116.745,chill/relax
56,227184,False,0.409,0.0523,-25.613,1,0.0343,0.993,0.943,0.344,145.833,chill/relax
54,100946,False,0.528,0.00779,-23.281,1,0.091,0.993,0.959,0.48,131.447,chill/relax
0,218958,False,0.271,0.0757,-26.414,1,0.0397,0.976,0.941,0.0399,73.761,chill/relax
52,259375,False,0.367,0.139,-12.903,1,0.0465,0.866,0.0,0.323,85.695,chill/relax
50,293266,False,0.471,0.243,-10.592,1,0.0299,0.89,0.000963,0.233,111.469,chill/relax
46,203973,False,0.429,0.292,-7.65,1,0.0278,0.725,2.1e-05,0.0352,82.5,chill/relax
52,339082,False,0.469,0.17,-18.551,0,0.0399,0.988,0.244,0.202,119.972,chill/relax
47,185805,False,0.571,0.551,-7.898,0,0.0399,0.581,1.31e-05,0.413,134.915,chill/relax
53,283000,False,0.591,0.116,-17.019,1,0.0397,0.922,0.937,0.0735,112.555,chill/relax
50,95942,False,0.324,0.0438,-33.04,0,0.0401,0.993,0.937,0.307,110.226,chill/relax
50,166827,False,0.2,0.0132,-25.88,0,0.0352,0.974,0.868,0.123,62.372,chill/relax
45,485106,False,0.548,0.532,-12.246,1,0.0313,0.171,0.838,0.038,99.994,chill/relax
55,77346,False,0.183,0.0896,-27.54,1,0.0486,0.989,0.899,0.0326,76.923,chill/relax
0,143166,False,0.354,0.157,-22.217,0,0.0385,0.972,0.907,0.0431,84.909,chill/relax
52,160453,False,0.266,0.00361,-29.735,1,0.052,0.995,0.925,0.0631,94.861,chill/relax
3,198943,False,0.662,0.585,-9.42,1,0.0458,0.0459,0.68,0.718,120.046,chill/relax
51,452013,False,0.437,0.735,-6.606,1,0.0301,0.00206,2.15e-05,0.145,98.923,chill/relax
0,528765,False,0.357,0.302,-15.65,0,0.0403,0.325,0.93,0.0361,159.966,chill/relax
30,91026,False,0.354,0.0592,-22.256,1,0.0474,0.99,0.968,0.0779,109.653,chill/relax
51,192571,False,0.513,0.183,-10.249,1,0.0407,0.966,0.0,0.266,107.18,chill/relax
0,473142,False,0.665,0.236,-16.209,1,0.0291,0.612,0.842,0.0605,140.025,chill/relax
28,120000,False,0.14,0.0109,-26.251,1,0.0552,0.863,0.966,0.0721,139.841,chill/relax
28,113429,False,0.161,0.0128,-26.071,1,0.0526,0.836,0.966,0.151,130.155,chill/relax
45,255373,False,0.304,0.379,-8.484,1,0.029,0.912,0.025,0.189,125.203,chill/relax
21,335600,False,0.48,0.551,-11.776,1,0.0422,0.415,0.624,0.0954,91.973,chill/relax
54,232174,False,0.335,0.0615,-30.169,1,0.0435,0.995,0.927,0.0352,96.309,chill/relax
46,235053,False,0.498,0.432,-7.297,1,0.0296,0.888,0.617,0.126,132.928,chill/relax
46,223520,False,0.667,0.329,-15.775,0,0.0298,0.936,0.942,0.428,128.015,chill/relax
47,150405,False,0.435,0.154,-21.451,1,0.0367,0.977,0.85,0.0799,148.1,chill/relax
40,216000,False,0.0839,0.0303,-27.545,1,0.037,0.965,0.903,0.0801,82.3,chill/relax
41,175462,False,0.0734,0.102,-23.647,1,0.036,0.667,0.787,0.0353,50.422,chill/relax
45,161562,False,0.377,0.0414,-25.84,1,0.0413,0.991,0.944,0.194,93.159,chill/relax
54,251591,False,0.712,0.569,-10.819,0,0.0348,0.346,0.492,0.241,116.016,chill/relax
49,102584,False,0.241,0.231,-16.365,1,0.0322,0.85,0.939,0.274,134.836,chill/relax
40,257502,False,0.425,0.236,-8.765,1,0.0361,0.987,0.000772,0.239,126.381,chill/relax
35,219004,False,0.525,0.411,-8.829,1,0.0261,0.671,0.000338,0.197,138.112,chill/relax
55,146322,False,0.565,0.251,-16.988,0,0.0882,0.957,0.754,0.31,134.852,chill/relax
54,312757,False,0.219,0.0153,-33.563,0,0.0346,0.994,0.923,0.1,57.439,chill/relax
47,217640,False,0.5,0.469,-7.629,1,0.0275,0.931,0.474,0.187,99.989,chill/relax
48,180914,False,0.408,0.136,-17.702,1,0.0319,0.869,0.906,0.108,107.105,chill/relax
48,132235,False,0.502,0.107,-27.84,1,0.0365,0.992,0.906,0.353,119.221,chill/relax
54,135668,False,0.235,0.116,-21.701,1,0.0328,0.988,0.951,0.109,167.941,chill/relax
56,230125,False,0.458,0.0743,-24.145,0,0.0532,0.993,0.91,0.232,108.93,chill/relax
49,176373,False,0.0789,0.16,-18.144,1,0.0362,0.733,0.786,0.0409,56.449,chill/relax
55,133629,False,0.282,0.00212,-36.252,1,0.0491,0.993,0.964,0.0803,66.72,chill/relax
54,160693,False,0.424,0.0713,-23.609,0,0.0515,0.987,0.929,0.148,63.648,chill/relax
53,291944,False,0.518,0.933,-5.41,0,0.0355,0.0524,0.985,0.372,129.997,chill/relax
55,267733,False,0.575,0.0559,-16.409,0,0.0536,0.991,0.536,0.214,138.327,chill/relax
51,251573,False,0.222,0.0456,-20.891,0,0.0385,0.993,0.964,0.0881,128.662,chill/relax
56,458906,False,0.0746,0.156,-24.007,0,0.0393,0.863,0.919,0.0463,80.494,chill/relax
54,432506,False,0.385,0.437,-17.853,0,0.0422,0.137,0.889,0.224,169.933,chill/relax
53,223653,False,0.214,0.0733,-21.302,1,0.0408,0.944,0.885,0.039,137.764,chill/relax
50,157110,False,0.554,0.0782,-23.678,0,0.04,0.957,0.944,0.0922,136.003,chill/relax
43,181568,False,0.6,0.211,-15.272,1,0.0593,0.953,0.0,0.201,77.026,chill/relax
53,168676,False,0.374,0.351,-10.522,1,0.044,0.832,0.71,0.0852,82.56,chill/relax
40,224304,False,0.568,0.18,-12.655,1,0.0364,0.935,6.11e-06,0.123,120.14,chill/relax
57,194373,False,0.198,0.0382,-29.885,0,0.0443,0.989,0.969,0.127,136.392,chill/relax
54,305768,False,0.414,0.25,-11.802,1,0.029,0.776,0.0,0.25,148.402,chill/relax
54,366160,False,0.422,0.672,-6.629,1,0.0333,0.0163,0.00203,0.342,137.933,chill/relax
46,304813,False,0.386,0.67,-6.817,1,0.0387,0.087,0.0,0.214,143.842,chill/relax
53,155484,False,0.435,0.0564,-27.616,0,0.0369,0.99,0.943,0.127,110.006,chill/relax
53,207706,False,0.262,0.0111,-32.058,0,0.0412,0.977,0.251,0.0732,134.731,chill/relax
55,120333,False,0.193,0.335,-8.681,0,0.0314,0.852,0.131,0.254,64.078,chill/relax
56,300186,False,0.322,0.615,-10.774,1,0.0427,0.507,0.819,0.0361,167.95,chill/relax
0,188481,False,0.128,0.289,-13.668,1,0.0331,0.322,0.000707,0.0745,84.422,chill/relax
28,124118,False,0.108,0.0712,-25.938,1,0.0479,0.795,0.921,0.0447,61.885,chill/relax
28,90000,False,0.169,0.0153,-26.169,1,0.0648,0.884,0.98,0.0822,119.147,chill/relax
57,96560,False,0.166,0.263,-18.907,0,0.0357,0.972,0.92,0.41,177.408,chill/relax
28,127467,False,0.115,0.43,-26.167,1,0.06,0.879,0.978,0.362,95.325,chill/relax
28,114882,False,0.198,0.0471,-23.917,1,0.0476,0.869,0.922,0.143,90.982,chill/relax
54,282333,False,0.324,0.0711,-23.476,0,0.0364,0.985,0.857,0.0426,69.408,chill/relax
0,189478,False,0.167,0.282,-15.214,0,0.0368,0.97,0.842,0.0405,148.711,chill/relax
28,134296,False,0.203,0.0357,-24.847,1,0.0516,0.833,0.969,0.0391,72.357,chill/relax
47,91160,False,0.172,0.0785,-26.07,1,0.046,0.926,0.938,0.0372,68.967,chill/relax
40,204556,False,0.568,0.669,-4.807,0,0.0316,0.528,0.446,0.381,119.95,chill/relax
53,498000,False,0.217,0.23,-12.791,0,0.0324,0.862,0.898,0.0742,149.76,chill/relax
39,191460,False,0.181,0.0203,-26.978,1,0.0351,0.976,0.852,0.0361,66.015,chill/relax
52,217134,False,0.615,0.417,-15.441,0,0.0373,0.287,0.862,0.117,117.982,chill/relax
51,119013,False,0.259,0.29,-17.231,0,0.0289,0.939,0.887,0.186,177.267,chill/relax
38,194676,False,0.113,0.146,-19.294,1,0.033,0.925,0.958,0.08,75.822,chill/relax
50,174333,False,0.14,0.0739,-22.458,0,0.0437,0.916,0.947,0.0313,141.524,chill/relax
49,259200,False,0.203,0.03,-31.871,1,0.0425,0.987,0.926,0.0776,71.547,chill/relax
43,204000,False,0.181,0.0167,-25.536,1,0.0355,0.974,0.862,0.0475,62.784,chill/relax
44,864000,False,0.2,0.293,-18.901,0,0.0423,0.828,0.899,0.119,150.167,chill/relax
46,214680,False,0.412,0.124,-20.09,1,0.0425,0.939,0.909,0.0398,119.992,chill/relax
49,630228,False,0.388,0.554,-8.562,0,0.0318,0.0131,0.00768,0.14,135.078,chill/relax
57,216093,False,0.364,0.00799,-33.09,1,0.0395,0.978,0.894,0.0674,101.226,chill/relax
52,299120,False,0.118,0.134,-18.708,1,0.04,0.673,0.804,0.0572,82.743,chill/relax
42,168733,False,0.495,0.389,-13.975,1,0.0409,0.644,0.597,0.321,149.686,chill/relax
46,207200,False,0.155,0.258,-13.266,1,0.0358,0.979,0.95,0.0317,102.231,chill/relax
50,118833,False,0.495,0.0647,-13.052,1,0.0467,0.967,7.75e-05,0.249,118.967,chill/relax
47,231851,False,0.542,0.643,-7.097,1,0.0394,0.0954,0.0,0.237,135.921,chill/relax
54,239769,False,0.3,0.212,-21.017,1,0.0333,0.847,0.861,0.0553,199.617,chill/relax
38,319694,False,0.113,0.271,-12.944,0,0.0348,0.289,0.929,0.0469,177.119,chill/relax
50,350040,False,0.464,0.493,-11.77,0,0.038,0.793,0.757,0.0391,90.534,chill/relax
38,136507,False,0.354,0.301,-12.772,1,0.0373,0.41,0.509,0.111,124.991,chill/relax
55,75626,False,0.0936,0.0204,-31.212,0,0.042,0.995,0.936,0.291,80.879,chill/relax
51,273466,False,0.185,0.264,-9.29,0,0.0333,0.94,3.13e-05,0.0576,72.902,chill/relax
48,261519,False,0.487,0.15,-10.057,1,0.0402,0.912,0.0,0.222,117.995,chill/relax
55,510726,False,0.274,0.573,-7.881,1,0.0391,0.0604,1.2e-06,0.223,126.319,chill/relax
